,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
75,76,4.83757172441879,-1.15105111287011,8.93618420358353,3,1,(3;+1),Anel,-0.05985006302,0.298747867,2.48493658,2.723834384
76,77,9.62681479108672,17.12931892172929,11.35149942050039,3,-1,(3;-1),Ligação,-0.4903502176,-0.4519211568,0.349116075,-0.5931552995
77,78,16.14426501724082,-7.1664447790268,8.62914221481841,3,-3,(3;-3),Nuclear,-4.297686613,-4.296995773,-3.693423905,-12.28810629
78,79,13.83312947365905,-2.97039484710137,-3.45034342496463,3,-1,(3;-1),Ligação,-0.4948450408,-0.4615493426,0.3509969997,-0.6053973837
79,80,17.47467507094121,-4.24461854445506,8.24246398801992,3,-3,(3;-3),Nuclear,-4.348065073,-4.347834075,-3.762676606,-12.45857575
80,81,14.95967894693779,-5.13746614461672,6.40371130395846,3,-3,(3;-3),Nuclear,-4.327954035,-4.326900238,-3.735043764,-12.38989804
81,82,3.6725416282919,-2.89358466589518,6.08066935053813,3,-1,(3;-1),Ligação,-0.5045138159,-0.471687029,0.3318456808,-0.6443551641
82,83,23.48458393422626,8.33219678755172,-12.7703889979009,3,1,(3;+1),Anel,-0.002576160508,0.0119258916,0.02251348392,0.03186321501
83,84,17.03008732506803,15.73395048195164,9.25416434061835,3,-1,(3;-1),Ligação,-0.004653636832,-0.004297467139,0.03373295027,0.0247818463
84,85,13.37925668936981,-3.51110848345788,14.97230420431146,3,-3,(3;-3),Nuclear,-86505.77544,-86503.14851,-86502.53966,-259511.4636
85,86,15.74727200698466,10.41728443924546,16.756489996703,3,-1,(3;-1),Ligação,-0.005524978946,-0.004880102297,0.03210476345,0.02169968221
86,87,11.05869643082058,-3.51111090362935,15.23497026978811,3,-3,(3;-3),Nuclear,-387959.6585,-387952.1916,-387930.2634,-1163842.113
87,88,14.01082613334556,-5.76958181347329,-4.53231542724168,3,-3,(3;-3),Nuclear,-4.317071008,-4.307928502,-3.686912826,-12.31191234
88,89,4.52379323217998,-0.94779031842671,8.78815989464226,3,-1,(3;-1),Ligação,-0.3929526808,-0.1486106953,1.074225101,0.5326617249
89,90,29.45570429035184,3.37275279975268,-5.88852846464742,3,-1,(3;-1),Ligação,-1.878701757,-1.833557717,1.41097756,-2.301281914
90,91,14.61950429383584,-2.42706051567621,16.13972310688388,3,-3,(3;-3),Nuclear,-4.470125294,-4.461970915,-3.871423068,-12.80351928
91,92,22.27276356963691,21.2974895853712,0.68503619777207,3,-1,(3;-1),Ligação,-0.01153656643,-0.007668034109,0.06802833514,0.0488237346
92,93,18.08360185932504,11.15025391937633,15.71326861871188,3,1,(3;+1),Anel,-0.003012881898,0.002124845162,0.02181685981,0.02092882308
93,94,15.09702275209755,3.76055663993954,20.10479577669101,3,-3,(3;-3),Nuclear,-192099.4317,-192097.2961,-192084.0518,-576280.7796
94,95,13.67749084560612,4.04544579653458,20.201862863244,3,-1,(3;-1),Ligação,-1.321821951,-1.239832553,0.9651801615,-1.596474343
95,96,18.51740015177786,5.11299825815109,21.42159129344698,3,-3,(3;-3),Nuclear,-4.46807924,-4.460905012,-3.855834788,-12.78481904
96,97,16.21413784791105,6.57759912389668,22.01939770518175,3,-1,(3;-1),Ligação,-0.468189963,-0.4413251499,0.3414303231,-0.5680847898
97,98,13.33498243663971,4.11553034752148,20.22810515960793,3,-3,(3;-3),Nuclear,-4.115947421,-4.080082846,-2.977922673,-11.17395294
98,99,15.60901216876909,2.4866349396912,19.63648626067424,3,-1,(3;-1),Ligação,-1.316122871,-1.234418469,0.9622738451,-1.588267495
99,100,17.35485724260518,7.21995356689908,17.85078168202078,3,-1,(3;-1),Ligação,-0.5090444645,-0.4934897488,0.4740042495,-0.5285299638
100,101,17.080785185727,10.67048776744759,16.73493613919244,3,1,(3;+1),Anel,-0.002807484403,0.003095446857,0.01828672915,0.0185746916
101,102,17.903378888527,5.39426970172515,21.23190531185764,3,-1,(3;-1),Ligação,-0.7275752881,-0.7067820365,0.3547862948,-1.07957103
102,103,16.11533659388168,8.40451470852263,18.47362203648918,3,-1,(3;-1),Ligação,-0.7485982537,-0.7164873611,0.3654000648,-1.09968555
103,104,14.90757966052274,7.20079257988809,23.39418718750265,3,-1,(3;-1),Ligação,-1.008185239,-0.9588209494,2.143246072,0.1762398842
104,105,12.63473602895069,18.9780847678503,8.59821117187518,3,-1,(3;-1),Ligação,-1.347656655,-1.264752616,0.9844477011,-1.62796157
105,106,23.12560926996305,19.75662352219598,4.56341006341789,3,-1,(3;-1),Ligação,-0.4311118988,-0.3517270341,0.3035819655,-0.4792569674
106,107,15.7993602951921,12.04270051460822,15.0049714258964,3,-1,(3;-1),Ligação,-1.429712903,-1.380775683,1.05649107,-1.753997516
107,108,16.49350827197511,8.05956603821432,23.88102145288399,3,-1,(3;-1),Ligação,-0.7275398847,-0.7229713785,0.3533786215,-1.097132642
108,109,16.75808902606079,5.87893466501732,20.88903168934736,3,-3,(3;-3),Nuclear,-86144.07025,-86143.23318,-86142.9182,-258430.2216
109,110,18.74108444772869,5.41401826025678,16.55063502992523,3,-1,(3;-1),Ligação,-1.865554865,-1.821954091,1.423948965,-2.263559991
110,111,18.26767667869193,8.63410152082456,18.8240652925988,3,-1,(3;-1),Ligação,-0.4711721088,-0.4536116175,0.334247033,-0.5905366933
111,112,19.6378030778632,10.10314366211793,17.87190965395529,3,-1,(3;-1),Ligação,-0.6924126794,-0.6894259854,0.3385744784,-1.043264186
