,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
131,132,14.75116167343088,14.01152472053638,7.9315670469248,3,-3,(3;-3),Nuclear,-9.068315506,-9.054935128,-8.214827742,-26.33807838
132,133,17.75693604149724,11.4339633736009,11.39914565776412,3,-1,(3;-1),Ligação,-0.9142709122,-0.7278335153,0.3733574189,-1.268747009
133,134,23.13258315872271,19.7605192868882,4.56151880621033,3,-1,(3;-1),Ligação,-0.4704635578,-0.3965692171,0.3294253137,-0.5376074612
134,135,15.64693126370796,7.28867352145557,23.20394715448453,3,-3,(3;-3),Nuclear,-323221.9328,-323217.3917,-323217.0254,-969656.3499
135,136,13.40383314167686,7.02222305442461,23.78409151877097,3,-3,(3;-3),Nuclear,-1503850.642,-1503833.835,-1503804.08,-4511488.558
136,137,2.30924598861727,-3.82858488817773,6.3305824490407,3,-3,(3;-3),Nuclear,-735817.7759,-735815.4291,-735796.7772,-2207429.982
137,138,3.64614161327423,-2.9110080510473,6.08316028825955,3,-1,(3;-1),Ligação,-0.5223291888,-0.4908559048,0.4064212471,-0.6067638465
138,139,2.01139561311796,-4.28144039935222,8.093994019116,3,-3,(3;-3),Nuclear,-8.963149065,-8.935600869,-7.616696878,-25.51544681
139,140,4.26521399880915,-1.33967830077414,5.05264468714514,3,-1,(3;-1),Ligação,-0.8334521886,-0.815158698,0.5242345224,-1.124376364
140,141,2.08352716408414,-4.17080723206022,7.6601335717419,3,-1,(3;-1),Ligação,-1.422112381,-1.335753146,0.7816713922,-1.976194135
141,142,1.4818335800455,-4.23284947483814,5.29783800010812,3,-1,(3;-1),Ligação,-1.429460142,-1.338904098,0.7812457859,-1.987118454
142,143,4.57691506844135,-2.25444476783752,5.91673407908751,3,-3,(3;-3),Nuclear,-322358.5905,-322356.9258,-322355.9665,-967071.4828
143,144,4.32678959547987,2.58881539990434,8.10081681587672,3,-1,(3;-1),Ligação,-0.4762213394,-0.4702515328,0.3436550256,-0.6028178466
144,145,4.08194853928866,-0.83164841203565,4.57929865474527,3,-3,(3;-3),Nuclear,-9.501978713,-9.491559872,-8.675637964,-27.66917655
145,146,7.83315954665887,4.10721362901988,6.70950491527359,3,-1,(3;-1),Ligação,-0.7771647147,-0.7699492864,0.4823354533,-1.064778548
146,147,5.39326817615501,-0.9486422849924,8.42818019976562,3,-3,(3;-3),Nuclear,-323004.4797,-322998.0575,-322990.7039,-968993.241
147,148,2.1605336871054,2.76259670125953,8.62555561326018,3,-1,(3;-1),Ligação,-0.7655541078,-0.764193903,0.4743376315,-1.055410379
148,149,8.70068194342288,2.20031989431812,6.70504415906711,3,-1,(3;-1),Ligação,-0.7913486437,-0.7858890177,0.501682588,-1.075555073
149,150,4.01436994367078,-1.46466267853721,9.87991663688432,3,-3,(3;-3),Nuclear,-78.78045445,-78.74263934,-72.04107683,-229.5641706
150,151,3.13194918692772,4.48003124445743,7.96604168779661,3,-1,(3;-1),Ligação,-0.7727119791,-0.771313636,0.4854953608,-1.058530254
151,152,18.46487689074897,4.66532617382779,-10.26189524811282,3,-1,(3;-1),Ligação,-0.7916043538,-0.789860281,0.500721111,-1.080743524
152,153,20.50437525944259,15.95557568370888,5.17512476860543,3,-1,(3;-1),Ligação,-0.8610364864,-0.8491164903,0.5506388922,-1.159514084
153,154,5.59547858525429,1.97476263254351,8.39038356447044,3,-3,(3;-3),Nuclear,-322258.8643,-322258.0016,-322257.1756,-966774.0414
154,155,13.27107840046152,-0.90010926376266,-2.99964473018007,3,-1,(3;-1),Ligação,-0.8263998958,-0.7987717832,0.514727393,-1.110444286
155,156,6.91116713786372,-5.78521282337321,5.34375434353837,3,-3,(3;-3),Nuclear,-8.967372229,-8.943616491,-8.12075608,-26.0317448
156,157,22.85263130709027,7.07347521999335,-13.08081243582583,3,-1,(3;-1),Ligação,-0.01007446738,-0.009544129388,0.054654357,0.03503576024
157,158,9.92575290056704,-3.29268251322457,-1.35009035446937,3,-1,(3;-1),Ligação,-1.446485887,-1.364227476,0.7594981703,-2.051215193
158,159,6.1706774040254,2.58741973888527,10.22130610827301,3,-3,(3;-3),Nuclear,-9.479170762,-9.467022821,-8.666676044,-27.61286963
159,160,7.60992648456691,2.86860423637897,6.5214453352612,3,-3,(3;-3),Nuclear,-322379.9972,-322378.9986,-322378.7548,-967137.7506
160,161,7.97267698147021,4.82234095112021,6.81210914991676,3,-3,(3;-3),Nuclear,-9.346994956,-9.344600424,-8.554987742,-27.24658312
161,162,9.30807118797086,1.82620554029439,6.80631573413202,3,-3,(3;-3),Nuclear,-9.238749159,-9.236610042,-8.431025745,-26.90638495
162,163,26.00496462168164,21.10235893853369,1.43405408549096,3,-1,(3;-1),Ligação,-0.4523652478,-0.4099011574,0.3341993583,-0.5280670469
163,164,23.44395102200194,8.31028035847956,-12.79575019404596,3,1,(3;+1),Anel,-0.003516650654,0.01144281793,0.02609336465,0.03401953193
164,165,6.95775277210476,2.58381966723736,4.64049401052563,3,-3,(3;-3),Nuclear,-9.332771431,-9.33026547,-8.540333535,-27.20337044
165,166,16.41177867862771,3.83053069376517,-10.04082697103543,3,-1,(3;-1),Ligação,-0.4643574643,-0.4589344803,0.3396309306,-0.583661014
166,167,3.03301017138674,3.2144241252821,7.82157634129509,3,-3,(3;-3),Nuclear,-322455.2907,-322455.0227,-322454.8743,-967365.1877
167,168,14.94629094861028,13.38599334383048,10.74521342089395,3,-1,(3;-1),Ligação,-0.772612686,-0.5784396697,0.331582665,-1.019469691
168,169,2.48165472450513,2.80075338088272,5.92888545213951,3,-3,(3;-3),Nuclear,-9.344494343,-9.342967202,-8.568796386,-27.25625793
169,170,3.18575872138209,5.2073267442504,8.05044345401863,3,-3,(3;-3),Nuclear,-9.321440176,-9.320880094,-8.53420715,-27.17652742
170,171,1.64378216797954,2.50433128023186,9.09211303506951,3,-3,(3;-3),Nuclear,-9.360197747,-9.356110663,-8.577738252,-27.29404666
171,172,6.78789759228005,-3.81535591032852,4.80368267120837,3,-3,(3;-3),Nuclear,-323451.0157,-323445.7036,-323445.3433,-970342.0626
172,173,8.31668101209663,-2.80057664945152,3.36560553766472,3,-3,(3;-3),Nuclear,-1503187.654,-1503174.021,-1503144.841,-4509506.516
173,174,10.39349458146836,-2.69097014178646,-2.53223353444171,3,-3,(3;-3),Nuclear,-735767.1393,-735764.0618,-735746.3869,-2207277.588
174,175,13.78485854149643,-2.38298311367754,-0.72616642582555,3,-3,(3;-3),Nuclear,-9.195921591,-9.189154926,-8.362950638,-26.74802716
175,176,15.25646295430401,-3.58019601534117,-4.73345922902895,3,-1,(3;-1),Ligação,-1.054162975,-0.9999193101,1.747049894,-0.3070323905
176,177,12.3924665877197,4.11829456757774,-8.37760804414553,3,-1,(3;-1),Ligação,-0.4986857978,-0.4455316555,0.333012107,-0.6112053463
177,178,9.78317756063354,-3.48003826964907,-0.97879107095808,3,-3,(3;-3),Nuclear,-8.833286578,-8.80524374,-7.457989282,-25.0965196
178,179,9.27676312168288,-2.30077998729587,-3.94732934380028,3,-3,(3;-3),Nuclear,-8.987399023,-8.959399884,-7.663524694,-25.6103236
179,180,13.10713832637937,-2.12594298720993,-2.60404282245837,3,-3,(3;-3),Nuclear,-322368.0099,-322366.2244,-322365.1937,-967099.428
180,181,15.51050775176082,1.17274107224215,-13.11718495570189,3,-1,(3;-1),Ligação,-0.8211038418,-0.7927561509,0.5087161004,-1.105143892
181,182,15.92034864075803,2.08403250254487,-8.723829785495,3,-1,(3;-1),Ligação,-0.8081727019,-0.8036146894,0.5059977835,-1.105789608
182,183,12.6788587625574,5.83642026239029,-7.01220886332467,3,-1,(3;-1),Ligação,-0.7075804367,-0.6999261995,0.4663388781,-0.9411677582
